

Cross section per integration channel:
          P0_udx_wpz                1   2.73589117e-05    1.5657e-07       0.5723%  
          P0_udx_wpz                1   2.71608673e-05    1.5656e-07       0.5764%  
          P0_dxu_wpz                1   2.73803026e-05    1.5584e-07       0.5692%  
          P0_dxu_wpz                1   2.72721434e-05    1.5513e-07       0.5688%  
          P0_dxu_wpz                1   2.71405211e-05    1.5481e-07       0.5704%  
          P0_dxu_wpz                1   2.73536355e-05    1.5477e-07       0.5658%  
          P0_udx_wpz                1   2.71290875e-05    1.5473e-07       0.5703%  
          P0_dxu_wpz                1   2.71606822e-05    1.5471e-07       0.5696%  
          P0_udx_wpz                1   2.71406217e-05    1.5464e-07       0.5698%  
          P0_dxu_wpz                1   2.74314879e-05    1.5390e-07       0.5610%  
          P0_udx_wpz                1   2.74031423e-05    1.5272e-07       0.5573%  
          P0_dxu_wpz                1   2.73071002e-05    1.5249e-07       0.5584%  
          P0_udx_wpz                1   2.72612665e-05    1.5214e-07       0.5581%  
          P0_dxu_wpz                1   2.71410218e-05    1.5003e-07       0.5528%  


ABS cross section per dir
          P0_dxu_wpz   6.57944128e-04    8.0981e-07 
          P0_udx_wpz   6.57612132e-04    7.8879e-07 


Cross section per dir
          P0_dxu_wpz   6.16495704e-04    8.2351e-07 
          P0_udx_wpz   6.16048813e-04    8.0289e-07 

Total ABS and 
Total: 
                      1.31555626e-03 +- 1.1305e-06  (8.5932e-02%)
                      1.23254452e-03 +- 1.1501e-06  (9.3314e-02%) 
